StudentID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,True_Ability_Theta,Total_Raw_Score,Estimated_Ability
S_310,1,0,0,1,0,1,1,0,1,1,-0.202192652433894,6,-0.5144717855622019
S_311,1,1,1,1,0,1,1,1,1,0,-0.2176812032272203,8,0.4756651407664724
S_312,1,0,1,1,1,1,1,1,1,1,1.09877685198719,9,0.686971313766822
S_313,1,1,1,1,1,0,0,1,1,1,0.8254163489880298,8,0.7029468755207854
S_314,1,1,1,1,1,1,0,1,1,0,0.8135096360006385,8,0.7487651598305755
S_315,1,1,1,1,0,1,0,1,1,1,1.305478807154329,8,0.4802014763278619
S_316,1,1,1,1,0,1,0,1,1,1,0.021003841632759,8,0.4802014763278619
S_317,1,0,1,1,1,1,1,0,0,0,0.6819529712949639,6,0.002954393538538439
S_318,1,1,1,1,1,0,0,1,1,1,-0.310266756593456,8,0.7029468755207854
S_319,1,1,1,1,1,0,1,1,1,0,0.3241663524884421,8,0.6981360437901449
S_320,0,1,0,0,0,0,0,1,0,0,-0.1301430543676845,2,-1.5015890999925787
S_321,1,1,0,1,1,0,1,0,1,1,0.0969959649927181,7,0.0847363653372822
S_322,0,1,0,1,1,1,1,1,1,1,0.5951570254369136,8,0.06289530437504276
S_323,1,0,0,1,0,1,0,0,0,0,-0.8182206832334725,3,-1.008009473764111
S_324,1,1,0,1,1,1,1,1,0,1,2.09238727568546,8,0.438385411821855
S_325,0,1,1,0,0,1,1,1,0,0,-1.006017381499702,5,-0.6903650939789957
S_326,1,1,1,1,0,0,1,1,1,0,-1.2141886127877322,7,0.22627504762153594
S_327,0,1,1,1,0,1,1,1,1,1,1.1581108735000678,8,0.12087274358303679
S_328,1,1,1,1,1,1,1,1,0,1,0.7916626939629359,9,1.011732328061409
S_329,1,1,1,1,1,1,1,1,0,0,0.6241198170521551,8,0.7721571879472521
S_330,1,1,0,1,1,1,1,0,1,1,0.6283455092642799,8,0.32537585567381133
S_331,0,1,1,1,1,1,1,1,1,0,-0.0122467728469146,8,0.3651437605179166
S_332,0,1,1,1,0,1,0,1,1,0,-0.8972543714858315,6,-0.25307619221129957
S_333,1,1,0,1,0,0,1,1,1,1,0.0758045581937263,7,-0.06674747630055632
S_334,0,0,0,0,0,1,0,1,0,1,-0.6771617115121117,3,-1.510362326635432
S_335,1,0,1,0,0,0,1,1,0,1,0.9751197334177512,5,-0.6417399649302745
S_336,1,1,1,1,1,1,0,1,0,0,-0.1470573815021386,7,0.5515793699223894
S_337,0,1,0,1,0,1,0,0,1,1,-0.8254971967925115,5,-0.7680606942586854
S_338,0,1,0,1,1,0,0,0,1,0,-0.3213858416529934,4,-0.7668423686654703
S_339,1,1,1,1,1,1,0,1,1,1,0.4129314542756243,9,0.9868073088429345
S_340,0,0,1,1,1,0,0,1,0,1,-0.5637245528039747,5,-0.45413268124872674
S_341,1,0,1,1,1,1,1,1,0,0,-0.8222203955664315,7,0.2831071373778466
S_342,1,1,1,1,0,1,0,1,1,1,0.2436872114919123,8,0.4802014763278619
S_343,1,1,1,1,0,1,1,1,1,0,0.2449665711087227,8,0.4756651407664724
S_344,0,0,0,1,0,0,1,1,1,1,-0.5069431753711298,5,-0.9488874108712501
S_345,0,1,0,1,0,1,0,1,1,1,-0.4710383056183228,6,-0.5218520521716029
S_346,1,1,0,1,1,1,0,0,1,1,0.2320499373576363,7,0.12804737119042817
S_347,0,1,1,1,0,0,0,0,0,1,-1.448084341497324,4,-0.6945128458649876
S_348,0,1,0,1,1,1,1,1,1,0,-1.4074637743765552,7,-0.12729106060942594
S_349,1,1,0,0,0,0,1,1,1,0,-0.718444221252436,5,-0.7070449166090327
S_350,1,1,1,1,1,0,0,0,0,0,-0.2134471517118472,5,0.01643430795512298
S_351,1,1,1,1,1,1,1,1,0,1,0.3109075655980046,9,1.011732328061409
S_352,1,1,1,1,1,1,1,1,1,1,1.475356216949552,10,1.2351870272937104
S_353,1,1,1,1,1,1,1,1,1,0,0.8576596232020194,9,0.9816191583403062
S_354,0,0,0,1,1,0,1,1,0,0,-0.1599385299634271,4,-0.8924183695760195
S_355,1,0,1,1,1,0,0,1,1,1,-0.0190162079026888,7,0.22205722797352245
S_356,0,1,1,0,1,1,0,0,1,1,-1.0025293646378088,6,-0.39417203285646446
S_357,1,1,1,1,0,1,1,1,1,0,-0.0185131359923899,8,0.4756651407664724
S_358,1,1,0,1,0,1,0,0,0,0,-0.2886586389201383,4,-0.6207045884920941
S_359,1,1,1,1,1,1,1,1,1,0,0.3227185603380895,9,0.9816191583403062
S_360,1,1,0,1,0,0,1,0,1,1,-0.827230943552323,6,-0.3278711776964182
S_361,1,0,1,1,1,1,1,1,1,0,0.5193465142411723,8,0.4666493439144673
S_362,1,1,1,1,1,1,0,1,1,0,1.5327389130025777,8,0.7487651598305755
S_363,1,0,0,1,0,1,1,1,1,0,-0.1087601484568576,6,-0.44080336056098035
S_364,1,1,0,0,1,0,1,0,1,1,0.4017117220989414,6,-0.39334144365251683
S_365,1,1,1,1,1,0,1,1,1,1,0.6901439917111125,9,0.9328881685247423
S_366,0,0,0,1,0,0,0,1,0,0,-0.4012204718858362,2,-1.4441702808311085
S_367,1,0,1,1,1,1,1,1,1,0,0.2240924818104167,8,0.4666493439144673
S_368,0,1,1,1,1,1,1,1,1,1,0.0125924007817948,9,0.5795306798842867
S_369,1,1,1,1,1,0,1,1,1,1,0.0976760985488317,9,0.9328881685247423
S_370,0,1,0,1,0,1,1,1,1,0,-0.7730097838554665,6,-0.5255624055276119
S_371,1,1,0,1,1,1,1,1,1,0,0.0245101742589427,8,0.4124950867173756
S_372,1,1,0,1,0,1,1,1,1,1,0.4979982912454497,8,0.16547023709467779
S_373,1,1,1,1,1,1,1,1,1,0,1.4511436077950417,9,0.9816191583403062
S_374,1,1,1,1,1,1,1,1,1,1,0.9592708260852068,10,1.2351870272937104
S_375,1,1,1,1,1,1,0,1,1,0,2.1531824575115563,8,0.7487651598305755
S_376,1,1,1,0,1,0,1,0,1,0,-0.7673475628880495,6,-0.11907867728511043
S_377,1,1,0,1,1,1,1,1,1,1,0.8723206367206782,9,0.6296168632572681
S_378,0,1,0,1,1,1,0,0,0,0,0.1833420057383517,4,-0.7112722204045852
S_379,1,1,1,1,1,1,1,1,1,1,2.1898029332176723,10,1.2351870272937104
S_380,0,1,1,0,1,1,0,1,1,0,-0.8082982853551515,6,-0.3193022276454821
S_381,0,0,0,0,0,1,1,1,0,0,-0.8397218421807761,3,-1.5141379180675265
S_382,1,1,1,1,0,1,0,0,1,0,-0.5993926454440222,6,-0.008341643431625821
S_383,1,0,0,0,0,0,1,1,0,0,-2.123895724309807,3,-1.2451374865000613
S_384,0,1,0,1,0,0,1,1,1,1,-0.525755021680761,6,-0.5605899186171184
S_385,1,1,0,1,0,0,1,1,1,0,-0.759132661553698,6,-0.2522273321761285
S_386,1,1,1,1,1,0,0,0,0,1,0.1503937864762076,6,0.21280028418057026
S_387,1,0,1,1,0,0,0,0,1,1,0.3417559757771594,5,-0.45714858473855025
S_388,1,1,1,1,1,1,1,1,1,1,1.8761708392158865,10,1.2351870272937104
S_389,1,1,1,1,1,1,0,1,0,1,0.9504238381860504,8,0.7770640921615041
S_390,0,0,0,0,0,1,0,0,1,1,-0.5769036556624031,3,-1.6074288331968218
S_391,0,1,1,0,0,1,1,1,1,0,-0.898414671348358,6,-0.5375437996137382
S_392,0,1,0,1,0,1,0,1,1,1,0.4919191715065057,6,-0.5218520521716029
S_393,0,1,1,1,0,0,1,0,0,0,-1.3202332070206422,4,-0.6981672904122498
S_394,1,1,0,1,1,1,1,1,1,1,1.8314587658543535,9,0.6296168632572681
S_395,1,1,1,1,1,1,1,1,0,1,1.179440120721287,9,1.011732328061409
S_396,0,1,0,0,0,1,0,1,1,0,-0.4691756521047048,4,-1.1382185983320157
S_397,0,0,0,1,0,0,1,0,0,0,-1.7131345290908775,2,-1.5222043496265434
S_398,1,1,1,1,1,0,1,1,1,0,1.3538723741654128,8,0.6981360437901449
S_399,0,1,1,0,1,0,0,1,1,1,-0.1145398452526178,6,-0.3552680512266447
S_400,1,1,1,1,1,1,1,0,1,1,1.2378163119734618,9,0.8805897253035639
S_401,0,0,0,0,0,0,1,0,1,1,-1.594427658794367,3,-1.647616270030251
S_402,0,1,1,1,0,1,0,0,1,0,-0.5993750229537729,5,-0.506648515779274
S_403,1,1,1,1,0,0,1,0,1,1,0.0052436997181831,7,0.1430032387968261
S_404,1,1,1,1,0,0,0,1,1,1,0.046980593764742,7,0.2305356842822715
S_405,0,0,1,1,0,1,1,1,0,1,-0.4500654714792436,6,-0.4591240836772304
S_406,1,0,1,1,1,1,1,0,1,1,0.6228499323474987,8,0.37833345456092354
S_407,0,1,0,0,1,0,1,0,1,0,-1.0676204293825944,4,-1.0404054560993201
S_408,0,1,1,0,0,1,0,1,1,1,-0.1423794850212935,6,-0.5338382340979496
S_409,1,1,1,1,1,1,1,1,1,1,0.1202956317118988,10,1.2351870272937104
S_410,1,1,1,1,0,0,1,1,1,0,0.514438834058749,7,0.22627504762153594
S_411,1,1,1,1,1,0,1,1,1,1,0.7116148780888898,9,0.9328881685247423
S_412,0,1,0,0,1,0,1,0,1,0,-1.1246420918378692,4,-1.0404054560993201
S_413,1,0,0,0,0,0,0,1,1,1,-1.5341141707356225,4,-1.0899229633383511
S_414,1,1,1,1,1,1,1,1,1,0,1.277676821898509,9,0.9816191583403062
S_415,1,1,1,1,1,1,1,1,0,0,0.3323140119795916,8,0.7721571879472521
S_416,1,1,1,1,0,1,0,1,0,1,-0.7484865365565536,7,0.2960419693581659
S_417,1,1,1,1,1,0,0,0,1,0,1.551151975522523,6,0.18831528067747555
S_418,1,1,1,1,1,1,1,0,1,1,0.1156746342928586,9,0.8805897253035639
S_419,1,1,1,1,1,1,1,1,1,1,1.1792971840638264,10,1.2351870272937104
S_420,0,1,1,1,1,0,1,1,1,1,0.0675184814101089,8,0.3236707516958662
S_421,1,1,1,1,1,1,1,1,1,1,2.060747924881987,10,1.2351870272937104
S_422,1,1,0,1,0,1,1,1,1,1,1.7553408424432044,8,0.16547023709467779
S_423,1,1,1,0,1,1,0,1,0,0,-0.2489641484790735,6,0.02510736573340289
S_424,1,1,1,1,1,1,1,0,1,1,0.9715709509543554,9,0.8805897253035639
S_425,0,1,1,1,0,1,0,0,1,1,0.6453759495851475,6,-0.3287097586576788
S_426,1,1,1,1,1,1,0,1,1,1,1.3686315575323489,9,0.9868073088429345
S_427,1,0,0,0,0,0,1,0,0,1,-0.9649234605801044,3,-1.3177707402047776
S_428,1,1,1,1,0,0,0,1,1,0,0.6860514599984393,6,0.0333891993728399
S_429,1,1,1,1,1,1,1,1,0,1,1.0584244868495878,9,1.011732328061409
S_430,0,0,0,1,0,0,0,0,0,0,-1.7587394864231145,1,-1.699768703136729
S_431,1,0,1,0,1,1,0,0,1,0,-1.183258512665775,5,-0.48633781589184466
S_432,0,1,0,1,0,0,1,0,1,0,-2.039232177760101,4,-0.9777488808087996
S_433,1,1,1,1,1,1,1,0,0,1,-0.2694068344445577,8,0.676543722389194
S_434,0,1,0,1,1,1,1,1,1,1,0.7175422557959623,8,0.06289530437504276
S_435,1,1,1,1,1,0,1,0,1,1,1.502357052096028,8,0.6043664263648686
S_436,1,1,1,1,1,1,1,1,1,0,0.0740947804197751,9,0.9816191583403062
S_437,1,1,1,1,1,1,1,1,0,0,1.6286155455712918,8,0.7721571879472521
S_438,0,1,0,1,0,1,0,1,0,0,-1.3801014582148914,4,-0.8472589657633198
S_439,0,1,0,0,0,1,0,1,1,1,-1.7033824393551549,5,-0.9663878011133927
S_440,0,1,1,1,0,1,1,1,1,1,-0.0555476988966187,8,0.12087274358303679
S_441,1,1,1,1,0,1,1,1,1,0,0.3840654489393073,8,0.4756651407664724
S_442,1,1,1,1,1,1,0,0,0,0,-0.0326947480940931,6,0.25315013418391996
S_443,0,0,1,0,0,0,0,1,1,0,-2.0674421000398766,3,-1.3019761132824186
S_444,1,1,0,1,0,1,1,0,1,0,-0.0891200395127884,6,-0.29175260897127925
S_445,1,1,0,1,0,1,0,0,0,1,-1.3044695005048532,5,-0.44521773830234024
S_446,1,1,1,1,1,0,1,1,1,1,0.6696725488300385,9,0.9328881685247423
S_447,0,1,1,1,1,0,1,1,1,1,0.3665982460968482,8,0.3236707516958662
S_448,1,1,1,0,1,1,1,0,1,0,-0.9398797863273552,7,0.11047308385926978
S_449,1,1,1,0,0,1,1,0,1,0,-0.5138669173366935,6,-0.3041153898217742
S_450,1,0,0,0,0,1,0,1,1,0,-1.0592135218889516,4,-1.0555680420959734
S_451,0,0,1,1,0,1,1,1,1,0,-0.0626790972731718,6,-0.48072322591415767
S_452,1,1,0,1,0,1,0,1,0,1,0.9551423205012384,6,-0.18927679511609125
S_453,1,0,1,0,0,0,1,1,1,0,-0.9857260463355436,5,-0.6629487609615221
S_454,1,1,1,1,1,0,1,1,1,1,0.5040465155178444,9,0.9328881685247423
S_455,0,1,1,1,0,0,1,1,0,0,-0.5302576183724408,5,-0.4504248444755238
S_456,1,0,0,1,0,0,1,1,1,0,-0.7928728322623442,5,-0.651104755569541
S_457,1,1,0,1,1,1,1,0,1,0,-0.1070303599545578,7,0.12388819669275737
S_458,0,1,0,1,1,0,0,1,1,1,-1.035242322419374,6,-0.34300252827242306
S_459,1,0,1,1,1,1,0,1,0,0,-0.553649305347182,6,0.08770983347129356
S_460,1,0,0,0,0,1,1,0,1,1,-1.1978778925888485,5,-0.9591834501967009
S_461,1,1,1,1,1,1,1,1,1,1,1.9647251329163893,10,1.2351870272937104
S_462,1,0,1,1,1,1,0,0,1,0,0.0352635519717286,6,-0.016373845083889855
S_463,0,0,0,1,1,0,1,1,1,1,-0.6997255079925856,6,-0.5679459052284613
S_464,1,0,1,1,1,1,1,1,1,1,0.213979910734222,9,0.686971313766822
S_465,1,1,0,0,1,1,0,1,0,0,-0.1123280496908298,5,-0.43596421563260584
S_466,1,1,0,1,1,1,1,0,0,0,-0.2209695995332229,6,-0.04559643064088546
S_467,1,1,1,1,1,0,0,1,1,1,0.6141667000434252,8,0.7029468755207854
S_468,1,1,1,0,1,1,0,1,1,1,0.7575077100473051,8,0.40255243168482785
S_469,1,0,1,0,0,1,0,1,1,0,-0.5305011476105275,5,-0.6245761118039547
S_470,1,1,0,1,0,0,0,0,1,0,-0.57581824064468,4,-0.6766113448900689
S_471,0,1,0,1,1,1,1,0,1,0,-0.275051697151644,6,-0.38575144021017455
S_472,0,1,0,0,0,0,1,0,0,0,-2.301921164735585,2,-1.5802546153052472
S_473,0,1,1,0,0,1,0,1,1,1,-1.5151910621985525,6,-0.5338382340979496
S_474,0,1,1,1,0,1,1,1,1,1,1.366874267444525,8,0.12087274358303679
S_475,1,1,1,1,1,1,1,1,1,1,1.6449677135012837,10,1.2351870272937104
S_476,1,0,1,1,1,0,1,1,1,1,-0.2490360395563783,8,0.42409610368767625
S_477,1,1,1,1,1,1,0,0,0,1,0.5765569630557664,7,0.4613230100545717
S_478,1,1,1,1,0,0,0,1,1,1,0.3112501545435361,7,0.2305356842822715
S_479,1,1,1,1,1,1,1,1,1,1,3.0788808084552377,10,1.2351870272937104
S_480,1,1,1,0,1,1,1,0,1,0,1.1195749114345768,7,0.11047308385926978
S_481,1,1,1,1,0,0,1,1,1,1,-0.1279175914807665,8,0.4330132827193592
S_482,1,1,1,1,0,1,1,1,1,0,-0.9555404406004258,8,0.4756651407664724
S_483,0,0,1,0,0,0,1,0,0,0,-1.6064463202575725,2,-1.5344345211124601
S_484,1,1,1,1,0,1,1,1,1,1,0.2034636358672231,9,0.696527063028194
S_485,0,0,1,1,1,0,1,1,1,0,-0.7563507452843033,6,-0.30086599328233726
S_486,0,0,0,1,1,1,1,1,1,0,-1.4222537095976742,6,-0.5329451311200504
S_487,0,1,0,0,1,0,1,0,1,0,-0.6465728842425266,4,-1.0404054560993201
S_488,1,1,0,1,0,0,0,0,0,1,-1.081548003614395,4,-0.655424490419769
S_489,1,1,1,1,1,0,0,1,1,1,1.6871416350725648,8,0.7029468755207854
S_490,1,1,1,1,1,1,0,1,1,1,0.8816397569494505,9,0.9868073088429345
S_491,1,0,1,1,1,0,0,1,1,1,-0.0079726413166173,7,0.22205722797352245
S_492,1,1,1,1,1,0,1,1,1,1,1.479944138890026,9,0.9328881685247423
S_493,0,1,1,1,0,1,1,1,1,0,0.0773683076476183,7,-0.0716131047889193
S_494,0,0,1,0,0,1,0,1,0,0,-0.8612842013282637,3,-1.2459451500532488
S_495,1,1,1,1,1,0,1,1,1,0,1.5231240772696573,8,0.6981360437901449
S_496,1,1,1,1,1,0,1,1,1,0,0.5389100436846587,8,0.6981360437901449
S_497,1,1,1,1,0,0,0,0,1,1,-1.0372461543264564,6,-0.04638664308954923
S_498,0,1,0,1,0,0,1,0,0,1,-0.1903386780836082,4,-0.9567819957648155
S_499,0,1,0,1,0,1,0,1,1,0,-0.8756182533847572,5,-0.6960427489936801
S_500,0,1,1,0,0,0,1,0,1,1,-1.382799730964336,5,-0.8178393436331032
